Instructions:,"For each row of the following table, indicate whether you prefer the Left lottery or the Right lottery",,,,,,
,Note that both lotteries have the same three prizes (in bits),,,,,,
,The difference is in the probabilities that each prize occurs,,,,,,
,,,,,,,
,LEFT LOTTERY,,,,RIGHT LOTTERY,,
,-1,0.1,0.8,CHOICE (L/R),-1,0.1,0.8
,0.059999999,0.899999976,0.039999999,R,0.119999997,0.800000012,0.079999998
,0.029999999,0.200000003,0.769999981,R,0.119999997,0.050000001,0.829999983
,0.899999976,0,0.100000002,L,0.75,0.25,0
,0.5,0.200000003,0.300000012,L,0.400000006,0.600000024,0
,0.649999976,0.100000002,0.25,R,0.449999988,0.5,0.050000001
,0.270000011,0.050000001,0.680000007,R,0.029999999,0.449999988,0.519999981
,0,0.200000003,0.800000012,L,0.100000002,0,0.899999976
,0.75,0.25,0,R,0.850000024,0,0.150000006
,0.02,0.920000017,0.059999999,R,0.079999998,0.680000007,0.239999995
,0.180000007,0.660000026,0.159999996,R,0.119999997,0.839999974,0.039999999
,0.600000024,0,0.400000006,R,0,1,0
,0,1,0,L,0.100000002,0.75,0.150000006
,0.079999998,0.039999999,0.879999995,R,0.050000001,0.100000002,0.850000024
,0.100000002,0.899999976,0,R,0.200000003,0.600000024,0.200000003
,0.150000006,0.75,0.100000002,R,0,1,0
,0.449999988,0.400000006,0.150000006,R,0.5,0.200000003,0.300000012
,0,1,0,R,0.100000002,0.600000024,0.300000012
,0.5,0.300000012,0.200000003,L,0.600000024,0,0.400000006
,0.839999974,0.100000002,0.059999999,L,0.779999971,0.200000003,0.02
,0.219999999,0.119999997,0.660000026,L,0.129999995,0.479999989,0.389999986
,0.540000022,0.039999999,0.419999987,R,0.519999981,0.119999997,0.360000014
,0.200000003,0.600000024,0.200000003,L,0.449999988,0.100000002,0.449999988
,0.479999989,0.360000014,0.159999996,L,0.419999987,0.540000022,0.039999999
,0.899999976,0,0.100000002,R,0.800000012,0.200000003,0
,0,0.5,0.5,L,0.300000012,0,0.699999988
,0.379999995,0.050000001,0.569999993,R,0.039999999,0.899999976,0.059999999
,0.550000012,0.150000006,0.300000012,L,0.449999988,0.449999988,0.100000002
,0.600000024,0,0.400000006,L,0.400000006,0.600000024,0
,0.100000002,0.75,0.150000006,L,0.400000006,0,0.600000024
,0.400000006,0,0.600000024,R,0.100000002,0.899999976,0
,0.200000003,0.600000024,0.200000003,R,0.400000006,0,0.600000024
